Nrun,Variant,Input,Score,Nregions,EvaluatedRegions,EvaluatedCombinations,Totaltime,SuggestedRegions,SuggestedDuration,SuggestedBudget
4,4,3,10.0,1,5,66,73.02,Greenland,Greenland-1.0,Greenland-975.0
4,4,3,10.0,1,5,66,73.02,Greenland,Greenland-1.0,Greenland-975.0
4,4,3,10.0,1,5,66,73.02,Greenland,Greenland-1.0,Greenland-975.0
0,5,1,19.0,1,44,253,134.33,Bahamas  Turks and Caicos Islands,Bahamas  Turks and Caicos Islands-1.0,Bahamas  Turks and Caicos Islands-725.0
0,5,1,29.0,2,44,253,134.33,Qatar and Bahrain; Lebanon and Syria,Qatar and Bahrain; Lebanon and Syria-1.0; 1.0,Qatar and Bahrain; Lebanon and Syria-525.0; 350.0
0,5,1,32.0,2,44,253,134.33,Thailand North and Laos; Philippines,Thailand North and Laos; Philippines-1.0; 2.0,Thailand North and Laos; Philippines-360.0; 375.0
0,5,1,25.0,2,44,253,134.33,Mongolia; South Korea,Mongolia; South Korea-2.0; 1.0,Mongolia; South Korea-350.0; 490.0
0,5,1,17.0,1,44,253,134.33,Micronesia,Micronesia-1.0,Micronesia-750.0
0,5,1,31.0,2,44,253,134.33,Colombia; Ecuador,Colombia; Ecuador-2.0; 1.0,Colombia; Ecuador-350.0; 350.0
0,5,1,17.0,1,44,253,134.33,Mexico Yucatan,Mexico Yucatan-1.0,Mexico Yucatan-415.0
1,5,1,36.0,2,52,247,126.04,Indonesia; Thailand South,Indonesia; Thailand South-2.0; 1.0,Indonesia; Thailand South-400.0; 375.0
1,5,1,33.0,2,52,247,126.04,Pacific; New Zealand,Pacific; New Zealand-1.0; 2.0,Pacific; New Zealand-0.0; 490.0
1,5,1,32.0,2,52,247,126.04,Australia South; Australia,Australia South; Australia-1.0; 1.0,Australia South; Australia-0.0; 560.0
1,5,1,20.0,1,52,247,126.04,Lesser Antilles,Lesser Antilles-1.0,Lesser Antilles-575.0
1,5,1,31.0,2,52,247,126.04,Colombia; Brazil,Colombia; Brazil-2.0; 1.0,Colombia; Brazil-350.0; 625.0
1,5,1,28.0,2,52,247,126.04,Jordan and Palestina; United Arab Emirates,Jordan and Palestina; United Arab Emirates-1.0; 1.0,Jordan and Palestina; United Arab Emirates-350.0; 525.0
1,5,1,32.0,2,52,247,126.04,Indonesia; Sumatra and Java,Indonesia; Sumatra and Java-2.0; 1.0,Indonesia; Sumatra and Java-400.0; 0.0
1,5,1,19.0,1,52,247,126.04,Bahamas  Turks and Caicos Islands,Bahamas  Turks and Caicos Islands-1.0,Bahamas  Turks and Caicos Islands-725.0
2,5,1,53.0,3,41,183,118.27,USA South; USA Hawaii; USA Alaska,USA South; USA Hawaii; USA Alaska-1.0; 1.0; 1.0,USA South; USA Hawaii; USA Alaska-0.0; 0.0; 975.0
2,5,1,34.0,2,41,183,118.27,Australia; Australia Northeast,Australia; Australia Northeast-1.0; 1.0,Australia; Australia Northeast-560.0; 0.0
2,5,1,32.0,2,41,183,118.27,Pacific; Australia,Pacific; Australia-1.0; 1.0,Pacific; Australia-0.0; 560.0
2,5,1,19.0,1,41,183,118.27,Comoros  Mayotte  Mauritius  Reunion,Comoros  Mayotte  Mauritius  Reunion-1.0,Comoros  Mayotte  Mauritius  Reunion-525.0
2,5,1,31.0,2,41,183,118.27,Pacific; Papua New Guinea,Pacific; Papua New Guinea-1.0; 2.0,Pacific; Papua New Guinea-0.0; 750.0
2,5,1,17.0,1,41,183,118.27,Melanesia,Melanesia-1.0,Melanesia-750.0
0,5,2,23.0,2,55,270,85.97,South Africa; Namibia,South Africa; Namibia-1.0; 1.0,South Africa; Namibia-385.0; 385.0
0,5,2,23.0,2,55,270,85.97,Comoros  Mayotte  Mauritius  Reunion; South Africa,Comoros  Mayotte  Mauritius  Reunion; South Africa-1.0; 1.0,Comoros  Mayotte  Mauritius  Reunion; South Africa-525.0; 385.0
0,5,2,19.0,2,55,270,85.97,Indonesia; Thailand South,Indonesia; Thailand South-2.0; 1.0,Indonesia; Thailand South-400.0; 375.0
0,5,2,22.0,2,55,270,85.97,Comoros  Mayotte  Mauritius  Reunion; Namibia,Comoros  Mayotte  Mauritius  Reunion; Namibia-1.0; 1.0,Comoros  Mayotte  Mauritius  Reunion; Namibia-525.0; 385.0
0,5,2,18.0,2,55,270,85.97,Near and Middle East; Central Asia,Near and Middle East; Central Asia-1.0; 1.0,Near and Middle East; Central Asia-0.0; 350.0
0,5,2,12.0,1,55,270,85.97,Austria,Austria-1.0,Austria-500.0
0,5,2,18.0,2,55,270,85.97,Venezuela; Paraguay,Venezuela; Paraguay-1.0; 1.0,Venezuela; Paraguay-390.0; 400.0
0,5,2,13.0,1,55,270,85.97,Bhutan,Bhutan-1.0,Bhutan-250.0
1,5,2,22.0,2,52,258,90.11,Thailand North and Laos; Thailand South,Thailand North and Laos; Thailand South-1.0; 1.0,Thailand North and Laos; Thailand South-360.0; 375.0
1,5,2,23.0,2,52,258,90.11,Ecuador; Patagonia,Ecuador; Patagonia-1.0; 2.0,Ecuador; Patagonia-350.0; 625.0
1,5,2,31.0,3,52,258,90.11,USA Hawaii; USA New England; USA,USA Hawaii; USA New England; USA-1.0; 1.0; 1.0,USA Hawaii; USA New England; USA-0.0; 0.0; 600.0
1,5,2,26.0,2,52,258,90.11,Patagonia; Peru,Patagonia; Peru-2.0; 2.0,Patagonia; Peru-625.0; 350.0
1,5,2,12.0,1,52,258,90.11,China Southwest (Guangxi to Tibet),China Southwest (Guangxi to Tibet)-1.0,China Southwest (Guangxi to Tibet)-500.0
1,5,2,20.0,2,52,258,90.11,Pakistan; India,Pakistan; India-1.0; 1.0,Pakistan; India-400.0; 350.0
2,5,2,18.0,2,60,345,117.38,North Korea; South Korea,North Korea; South Korea-1.0; 1.0,North Korea; South Korea-0.0; 490.0
2,5,2,22.0,2,60,345,117.38,South Africa; Mozambique and Zimbabwe,South Africa; Mozambique and Zimbabwe-1.0; 1.0,South Africa; Mozambique and Zimbabwe-385.0; 350.0
2,5,2,18.0,2,60,345,117.38,Venezuela; Guianas,Venezuela; Guianas-1.0; 1.0,Venezuela; Guianas-390.0; 525.0
2,5,2,23.0,2,60,345,117.38,Thailand North and Laos; Myanmar,Thailand North and Laos; Myanmar-1.0; 2.0,Thailand North and Laos; Myanmar-360.0; 450.0
2,5,2,20.0,2,60,345,117.38,Benelux; Germany,Benelux; Germany-1.0; 1.0,Benelux; Germany-420.0; 420.0
2,5,2,28.0,3,60,345,117.38,Egypt; Sahel West; Southern Africa,Egypt; Sahel West; Southern Africa-1.0; 1.0; 2.0,Egypt; Sahel West; Southern Africa-415.0; 0.0; 0.0
2,5,2,19.0,2,60,345,117.38,Colombia; Guianas,Colombia; Guianas-2.0; 1.0,Colombia; Guianas-350.0; 525.0
2,5,2,13.0,1,60,345,117.38,Bhutan,Bhutan-1.0,Bhutan-250.0
0,5,3,39.0,2,48,245,136.26,Taiwan; South Korea,Taiwan; South Korea-1.0; 1.0,Taiwan; South Korea-510.0; 490.0
0,5,3,31.0,2,48,245,136.26,Southern Europe; Central Europe,Southern Europe; Central Europe-1.0; 1.0,Southern Europe; Central Europe-350.0; 0.0
0,5,3,19.0,1,48,245,136.26,United Arab Emirates,United Arab Emirates-1.0,United Arab Emirates-525.0
0,5,3,33.0,2,48,245,136.26,East Africa; Egypt,East Africa; Egypt-2.0; 1.0,East Africa; Egypt-350.0; 415.0
0,5,3,31.0,2,48,245,136.26,East Asia; Southeast Asia,East Asia; Southeast Asia-1.0; 1.0,East Asia; Southeast Asia-450.0; 0.0
0,5,3,21.0,1,48,245,136.26,Japan,Japan-1.0,Japan-560.0
1,5,3,37.0,2,43,164,122.45,Thailand North and Laos; West Malaysia and Singapur,Thailand North and Laos; West Malaysia and Singapur-1.0; 1.0,Thailand North and Laos; West Malaysia and Singapur-360.0; 510.0
1,5,3,34.0,2,43,164,122.45,Slovenia and Croatia; Austria,Slovenia and Croatia; Austria-1.0; 1.0,Slovenia and Croatia; Austria-350.0; 500.0
1,5,3,29.0,2,43,164,122.45,West Africa; Southern Africa,West Africa; Southern Africa-1.0; 2.0,West Africa; Southern Africa-500.0; 0.0
1,5,3,37.0,2,43,164,122.45,Thailand North and Laos; West Malaysia and Singapur,Thailand North and Laos; West Malaysia and Singapur-1.0; 1.0,Thailand North and Laos; West Malaysia and Singapur-360.0; 510.0
1,5,3,27.0,2,43,164,122.45,Honduras and El Salvador; Guatemala and Belize,Honduras and El Salvador; Guatemala and Belize-1.0; 1.0,Honduras and El Salvador; Guatemala and Belize-250.0; 250.0
2,5,3,21.0,1,51,274,137.92,Japan,Japan-1.0,Japan-560.0
2,5,3,47.0,3,51,274,137.92,USA Hawaii; USA New England; USA,USA Hawaii; USA New England; USA-1.0; 1.0; 1.0,USA Hawaii; USA New England; USA-0.0; 0.0; 600.0
2,5,3,34.0,2,51,274,137.92,Vietnam and Cambodia; West Malaysia and Singapur,Vietnam and Cambodia; West Malaysia and Singapur-1.0; 1.0,Vietnam and Cambodia; West Malaysia and Singapur-375.0; 510.0
2,5,3,28.0,2,51,274,137.92,Maldives; India,Maldives; India-1.0; 1.0,Maldives; India-0.0; 350.0
2,5,3,20.0,1,51,274,137.92,Morocco,Morocco-1.0,Morocco-390.0
2,5,3,31.0,2,51,274,137.92,Jordan and Palestina; Qatar and Bahrain,Jordan and Palestina; Qatar and Bahrain-1.0; 1.0,Jordan and Palestina; Qatar and Bahrain-350.0; 525.0
2,5,3,17.0,1,51,274,137.92,Mexico Yucatan,Mexico Yucatan-1.0,Mexico Yucatan-415.0
2,5,3,30.0,2,51,274,137.92,East Asia; Central Asia,East Asia; Central Asia-1.0; 1.0,East Asia; Central Asia-450.0; 350.0
0,6,1,51.0,3,124,323,72.47,USA Hawaii; USA Texas; USA,USA Hawaii; USA Texas; USA-1.0; 1.0; 1.0,USA Hawaii; USA Texas; USA-0.0; 0.0; 600.0
0,6,1,28.0,2,124,323,72.47,Israel; Oman and Yemen,Israel; Oman and Yemen-1.0; 1.0,Israel; Oman and Yemen-420.0; 490.0
1,6,1,37.0,2,122,385,75.42,Thailand South; Philippines,Thailand South; Philippines-1.0; 2.0,Thailand South; Philippines-375.0; 375.0
1,6,1,37.0,2,122,385,75.42,Thailand South; Philippines,Thailand South; Philippines-1.0; 2.0,Thailand South; Philippines-375.0; 375.0
1,6,1,19.0,1,122,385,75.42,Bahamas  Turks and Caicos Islands,Bahamas  Turks and Caicos Islands-1.0,Bahamas  Turks and Caicos Islands-725.0
2,6,1,47.0,3,119,506,72.4,USA Florida; USA Pacific Northwest; USA Alaska,USA Florida; USA Pacific Northwest; USA Alaska-1.0; 1.0; 1.0,USA Florida; USA Pacific Northwest; USA Alaska-0.0; 0.0; 975.0
2,6,1,27.0,2,119,506,72.4,Uruguay; Guianas,Uruguay; Guianas-1.0; 1.0,Uruguay; Guianas-400.0; 525.0
2,6,1,27.0,2,119,506,72.4,Argentina; Guianas,Argentina; Guianas-1.0; 1.0,Argentina; Guianas-400.0; 525.0
2,6,1,20.0,1,119,506,72.4,Lesser Antilles,Lesser Antilles-1.0,Lesser Antilles-575.0
2,6,1,34.0,2,119,506,72.4,Egypt; East Africa,Egypt; East Africa-1.0; 2.0,Egypt; East Africa-415.0; 350.0
2,6,1,30.0,2,119,506,72.4,Argentina; Uruguay,Argentina; Uruguay-1.0; 1.0,Argentina; Uruguay-400.0; 400.0
2,6,1,19.0,1,119,506,72.4,Bahamas  Turks and Caicos Islands,Bahamas  Turks and Caicos Islands-1.0,Bahamas  Turks and Caicos Islands-725.0
3,6,1,18.0,1,124,357,72.56,West Malaysia and Singapur,West Malaysia and Singapur-1.0,West Malaysia and Singapur-510.0
3,6,1,20.0,1,124,357,72.56,Lesser Antilles,Lesser Antilles-1.0,Lesser Antilles-575.0
3,6,1,18.0,1,124,357,72.56,West Malaysia and Singapur,West Malaysia and Singapur-1.0,West Malaysia and Singapur-510.0
4,6,1,32.0,2,110,300,85.16,Iran; Qatar and Bahrain,Iran; Qatar and Bahrain-2.0; 1.0,Iran; Qatar and Bahrain-350.0; 525.0
4,6,1,33.0,2,110,300,85.16,Vietnam and Cambodia; West Malaysia and Singapur,Vietnam and Cambodia; West Malaysia and Singapur-1.0; 1.0,Vietnam and Cambodia; West Malaysia and Singapur-375.0; 510.0
4,6,1,25.0,2,110,300,85.16,Iran; Lebanon and Syria,Iran; Lebanon and Syria-2.0; 1.0,Iran; Lebanon and Syria-350.0; 350.0
4,6,1,20.0,1,110,300,85.16,Lesser Antilles,Lesser Antilles-1.0,Lesser Antilles-575.0
0,6,2,12.0,1,125,330,87.85,Switzerland and Liechtenstein,Switzerland and Liechtenstein-1.0,Switzerland and Liechtenstein-750.0
0,6,2,18.0,2,125,330,87.85,Southern Europe; Central Europe,Southern Europe; Central Europe-1.0; 1.0,Southern Europe; Central Europe-350.0; 0.0
0,6,2,13.0,1,125,330,87.85,Bhutan,Bhutan-1.0,Bhutan-250.0
0,6,2,18.0,2,125,330,87.85,Southern Europe; Central Europe,Southern Europe; Central Europe-1.0; 1.0,Southern Europe; Central Europe-350.0; 0.0
0,6,2,11.0,1,125,330,87.85,Iceland and Faroe Islands,Iceland and Faroe Islands-1.0,Iceland and Faroe Islands-560.0
1,6,2,25.0,2,118,370,86.92,Ecuador; Peru,Ecuador; Peru-1.0; 2.0,Ecuador; Peru-350.0; 350.0
1,6,2,12.0,1,118,370,86.92,South Korea,South Korea-1.0,South Korea-490.0
1,6,2,12.0,1,118,370,86.92,China Southwest (Guangxi to Tibet),China Southwest (Guangxi to Tibet)-1.0,China Southwest (Guangxi to Tibet)-500.0
2,6,2,14.0,1,117,359,78.85,Peru,Peru-2.0,Peru-350.0
2,6,2,18.0,2,117,359,78.85,British Islands; Central Europe,British Islands; Central Europe-1.0; 1.0,British Islands; Central Europe-420.0; 0.0
2,6,2,11.0,1,117,359,78.85,Norway,Norway-1.0,Norway-560.0
2,6,2,19.0,2,117,359,78.85,Borneo; Thailand South,Borneo; Thailand South-2.0; 1.0,Borneo; Thailand South-460.0; 375.0
2,6,2,12.0,1,117,359,78.85,Austria,Austria-1.0,Austria-500.0
3,6,2,11.0,1,133,437,81.52,Iceland and Faroe Islands,Iceland and Faroe Islands-1.0,Iceland and Faroe Islands-560.0
3,6,2,20.0,2,133,437,81.52,Vietnam and Cambodia; Borneo,Vietnam and Cambodia; Borneo-1.0; 2.0,Vietnam and Cambodia; Borneo-375.0; 460.0
3,6,2,11.0,1,133,437,81.52,Iceland and Faroe Islands,Iceland and Faroe Islands-1.0,Iceland and Faroe Islands-560.0
3,6,2,17.0,2,133,437,81.52,Jordan and Palestina; United Arab Emirates,Jordan and Palestina; United Arab Emirates-1.0; 1.0,Jordan and Palestina; United Arab Emirates-350.0; 525.0
3,6,2,12.0,1,133,437,81.52,Japan,Japan-1.0,Japan-560.0
4,6,2,12.0,1,127,448,84.51,Thailand North and Laos,Thailand North and Laos-1.0,Thailand North and Laos-360.0
4,6,2,27.0,3,127,448,84.51,USA South; USA Great Plains; USA Alaska,USA South; USA Great Plains; USA Alaska-1.0; 1.0; 1.0,USA South; USA Great Plains; USA Alaska-0.0; 0.0; 975.0
4,6,2,23.0,2,127,448,84.51,Comoros  Mayotte  Mauritius  Reunion; South Africa,Comoros  Mayotte  Mauritius  Reunion; South Africa-1.0; 1.0,Comoros  Mayotte  Mauritius  Reunion; South Africa-525.0; 385.0
4,6,2,12.0,1,127,448,84.51,South Korea,South Korea-1.0,South Korea-490.0
4,6,2,12.0,1,127,448,84.51,South Africa,South Africa-1.0,South Africa-385.0
0,6,3,17.0,1,126,467,83.34,Israel,Israel-1.0,Israel-420.0
0,6,3,32.0,2,126,467,83.34,British Islands; Central Europe,British Islands; Central Europe-1.0; 1.0,British Islands; Central Europe-420.0; 0.0
0,6,3,33.0,2,126,467,83.34,Taiwan; Mongolia,Taiwan; Mongolia-1.0; 2.0,Taiwan; Mongolia-510.0; 350.0
0,6,3,33.0,2,126,467,83.34,India; India East,India; India East-1.0; 2.0,India; India East-350.0; 0.0
1,6,3,17.0,1,126,376,77.14,Germany,Germany-1.0,Germany-420.0
1,6,3,16.0,1,126,376,77.14,Saudi-Arabia,Saudi-Arabia-2.0,Saudi-Arabia-560.0
1,6,3,30.0,2,126,376,77.14,Brazil; Peru,Brazil; Peru-1.0; 2.0,Brazil; Peru-625.0; 350.0
1,6,3,20.0,1,126,376,77.14,Morocco,Morocco-1.0,Morocco-390.0
1,6,3,30.0,2,126,376,77.14,Venezuela; Peru,Venezuela; Peru-1.0; 2.0,Venezuela; Peru-390.0; 350.0
2,6,3,31.0,2,123,397,81.9,Japan; North Korea,Japan; North Korea-1.0; 1.0,Japan; North Korea-560.0; 0.0
2,6,3,29.0,2,123,397,81.9,Venezuela; Ecuador,Venezuela; Ecuador-1.0; 1.0,Venezuela; Ecuador-390.0; 350.0
2,6,3,16.0,1,123,397,81.9,Myanmar,Myanmar-2.0,Myanmar-450.0
2,6,3,31.0,2,123,397,81.9,Colombia; Ecuador,Colombia; Ecuador-2.0; 1.0,Colombia; Ecuador-350.0; 350.0
3,6,3,19.0,1,120,235,80.2,South Korea,South Korea-1.0,South Korea-490.0
4,6,3,17.0,1,106,411,77.34,Qatar and Bahrain,Qatar and Bahrain-1.0,Qatar and Bahrain-525.0
4,6,3,20.0,1,106,411,77.34,Taiwan,Taiwan-1.0,Taiwan-510.0
4,6,3,17.0,1,106,411,77.34,Mexico Yucatan,Mexico Yucatan-1.0,Mexico Yucatan-415.0
4,6,3,26.0,2,106,411,77.34,Comoros  Mayotte  Mauritius  Reunion; Zambia and Malawi,Comoros  Mayotte  Mauritius  Reunion; Zambia and Malawi-1.0; 1.0,Comoros  Mayotte  Mauritius  Reunion; Zambia and Malawi-525.0; 450.0
4,6,3,16.0,1,106,411,77.34,Saudi-Arabia,Saudi-Arabia-2.0,Saudi-Arabia-560.0
3,3,1,11.0,1,11,80,239.06,Greenland,Greenland-1.0,Greenland-975.0
3,3,1,15.0,2,11,80,239.06,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
3,3,1,15.0,2,11,80,239.06,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
3,3,1,15.0,2,11,80,239.06,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
3,3,1,11.0,1,11,80,239.06,Greenland,Greenland-1.0,Greenland-975.0
3,3,1,15.0,2,11,80,239.06,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
3,3,1,15.0,2,11,80,239.06,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
3,3,1,11.0,1,11,80,239.06,Greenland,Greenland-1.0,Greenland-975.0
3,3,1,15.0,2,11,80,239.06,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
3,3,1,11.0,1,11,80,239.06,Greenland,Greenland-1.0,Greenland-975.0
4,3,1,11.0,1,12,74,197.65,Greenland,Greenland-1.0,Greenland-975.0
4,3,1,15.0,2,12,74,197.65,Sahel East; Central Africa,Sahel East; Central Africa-1.0; 2.0,Sahel East; Central Africa-0.0; 500.0
4,3,1,15.0,2,12,74,197.65,Sahel East; Central Africa,Sahel East; Central Africa-1.0; 2.0,Sahel East; Central Africa-0.0; 500.0
4,3,1,15.0,2,12,74,197.65,Sahel East; Central Africa,Sahel East; Central Africa-1.0; 2.0,Sahel East; Central Africa-0.0; 500.0
4,3,1,11.0,1,12,74,197.65,Greenland,Greenland-1.0,Greenland-975.0
4,3,1,15.0,2,12,74,197.65,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
4,3,1,15.0,2,12,74,197.65,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
4,3,1,11.0,1,12,74,197.65,Greenland,Greenland-1.0,Greenland-975.0
4,3,1,15.0,2,12,74,197.65,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
4,3,1,11.0,1,12,74,197.65,Greenland,Greenland-1.0,Greenland-975.0
5,3,1,11.0,1,13,85,210.15,Greenland,Greenland-1.0,Greenland-975.0
5,3,1,15.0,2,13,85,210.15,Sahel East; Central Africa,Sahel East; Central Africa-1.0; 2.0,Sahel East; Central Africa-0.0; 500.0
5,3,1,15.0,2,13,85,210.15,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
5,3,1,15.0,2,13,85,210.15,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
5,3,1,11.0,1,13,85,210.15,Greenland,Greenland-1.0,Greenland-975.0
5,3,1,15.0,2,13,85,210.15,Sahel East; Central Africa,Sahel East; Central Africa-1.0; 2.0,Sahel East; Central Africa-0.0; 500.0
5,3,1,11.0,1,13,85,210.15,Greenland,Greenland-1.0,Greenland-975.0
5,3,1,15.0,2,13,85,210.15,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
5,3,1,11.0,1,13,85,210.15,Greenland,Greenland-1.0,Greenland-975.0
6,3,1,11.0,1,13,69,183.7,Greenland,Greenland-1.0,Greenland-975.0
6,3,1,15.0,2,13,69,183.7,Sahel East; Central Africa,Sahel East; Central Africa-1.0; 2.0,Sahel East; Central Africa-0.0; 500.0
6,3,1,15.0,2,13,69,183.7,Sahel East; Central Africa,Sahel East; Central Africa-1.0; 2.0,Sahel East; Central Africa-0.0; 500.0
6,3,1,15.0,2,13,69,183.7,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
6,3,1,11.0,1,13,69,183.7,Greenland,Greenland-1.0,Greenland-975.0
6,3,1,15.0,2,13,69,183.7,Sahel East; Central Africa,Sahel East; Central Africa-1.0; 2.0,Sahel East; Central Africa-0.0; 500.0
6,3,1,15.0,2,13,69,183.7,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
6,3,1,11.0,1,13,69,183.7,Greenland,Greenland-1.0,Greenland-975.0
6,3,1,15.0,2,13,69,183.7,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
6,3,1,11.0,1,13,69,183.7,Greenland,Greenland-1.0,Greenland-975.0
7,3,1,11.0,1,12,59,173.05,Greenland,Greenland-1.0,Greenland-975.0
7,3,1,15.0,2,12,59,173.05,Sahel East; Central Africa,Sahel East; Central Africa-1.0; 2.0,Sahel East; Central Africa-0.0; 500.0
7,3,1,15.0,2,12,59,173.05,Sahel East; Central Africa,Sahel East; Central Africa-1.0; 2.0,Sahel East; Central Africa-0.0; 500.0
7,3,1,15.0,2,12,59,173.05,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
7,3,1,11.0,1,12,59,173.05,Greenland,Greenland-1.0,Greenland-975.0
7,3,1,15.0,2,12,59,173.05,Sahel East; Central Africa,Sahel East; Central Africa-1.0; 2.0,Sahel East; Central Africa-0.0; 500.0
7,3,1,15.0,2,12,59,173.05,Sahel East; Central Africa,Sahel East; Central Africa-1.0; 2.0,Sahel East; Central Africa-0.0; 500.0
7,3,1,11.0,1,12,59,173.05,Greenland,Greenland-1.0,Greenland-975.0
7,3,1,15.0,2,12,59,173.05,Central Africa; Sahel East,Central Africa; Sahel East-2.0; 1.0,Central Africa; Sahel East-500.0; 0.0
7,3,1,11.0,1,12,59,173.05,Greenland,Greenland-1.0,Greenland-975.0
3,3,2,13.0,2,13,62,91.13,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
3,3,2,13.0,2,13,62,91.13,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
3,3,2,13.0,2,13,62,91.13,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
3,3,2,13.0,2,13,62,91.13,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
3,3,2,13.0,2,13,62,91.13,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
3,3,2,13.0,2,13,62,91.13,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
4,3,2,13.0,2,12,79,93.47,Iraq and Kuwait; Saudi-Arabia,Iraq and Kuwait; Saudi-Arabia-2.0; 2.0,Iraq and Kuwait; Saudi-Arabia-420.0; 560.0
4,3,2,13.0,2,12,79,93.47,Iraq and Kuwait; Saudi-Arabia,Iraq and Kuwait; Saudi-Arabia-2.0; 2.0,Iraq and Kuwait; Saudi-Arabia-420.0; 560.0
4,3,2,13.0,2,12,79,93.47,Iraq and Kuwait; Saudi-Arabia,Iraq and Kuwait; Saudi-Arabia-2.0; 2.0,Iraq and Kuwait; Saudi-Arabia-420.0; 560.0
4,3,2,13.0,2,12,79,93.47,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
4,3,2,13.0,2,12,79,93.47,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
4,3,2,13.0,2,12,79,93.47,Iraq and Kuwait; Saudi-Arabia,Iraq and Kuwait; Saudi-Arabia-2.0; 2.0,Iraq and Kuwait; Saudi-Arabia-420.0; 560.0
5,3,2,13.0,2,13,54,91.95,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
5,3,2,13.0,2,13,54,91.95,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
5,3,2,13.0,2,13,54,91.95,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
5,3,2,13.0,2,13,54,91.95,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
5,3,2,13.0,2,13,54,91.95,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
5,3,2,13.0,2,13,54,91.95,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
6,3,2,13.0,2,11,71,100.81,Qatar and Bahrain; Iraq and Kuwait,Qatar and Bahrain; Iraq and Kuwait-1.0; 2.0,Qatar and Bahrain; Iraq and Kuwait-525.0; 420.0
