Nrun,Variant,Input,Score,Nregions,EvaluatedRegions,EvaluatedCombinations,Totaltime,SuggestedRegions,SuggestedDuration,SuggestedBudget
3,3,3,34.0,2,37,177,218.63,Zambia and Malawi; South Africa,Zambia and Malawi; South Africa-1.0; 1.0,Zambia and Malawi; South Africa-450.0; 385.0
3,3,3,34.0,2,37,177,218.63,Namibia; South Africa,Namibia; South Africa-1.0; 1.0,Namibia; South Africa-385.0; 385.0
3,3,3,61.0,4,37,177,218.63,Russland and Caucasus; Central Asia; South Asia; Southeast Asia,Russland and Caucasus; Central Asia; South Asia; Southeast Asia-1.0; 1.0; 1.0; 1.0,Russland and Caucasus; Central Asia; South Asia; Southeast Asia-0.0; 350.0; 0.0; 0.0
3,3,3,34.0,2,37,177,218.63,Zambia and Malawi; South Africa,Zambia and Malawi; South Africa-1.0; 1.0,Zambia and Malawi; South Africa-450.0; 385.0
3,3,3,34.0,2,37,177,218.63,Zambia and Malawi; Namibia,Zambia and Malawi; Namibia-1.0; 1.0,Zambia and Malawi; Namibia-450.0; 385.0
3,3,3,34.0,2,37,177,218.63,Namibia; South Africa,Namibia; South Africa-1.0; 1.0,Namibia; South Africa-385.0; 385.0
4,3,3,34.0,2,34,165,158.57,Zambia and Malawi; South Africa,Zambia and Malawi; South Africa-1.0; 1.0,Zambia and Malawi; South Africa-450.0; 385.0
4,3,3,34.0,2,34,165,158.57,Slovenia and Croatia; Austria,Slovenia and Croatia; Austria-1.0; 1.0,Slovenia and Croatia; Austria-350.0; 500.0
4,3,3,48.0,3,34,165,158.57,North Europe; Southern Europe; Central Europe,North Europe; Southern Europe; Central Europe-1.0; 1.0; 1.0,North Europe; Southern Europe; Central Europe-0.0; 350.0; 0.0
4,3,3,46.0,3,34,165,158.57,East Asia; Central Asia; Southeast Asia,East Asia; Central Asia; Southeast Asia-1.0; 1.0; 1.0,East Asia; Central Asia; Southeast Asia-450.0; 350.0; 0.0
4,3,3,34.0,2,34,165,158.57,Bolivia; Paraguay,Bolivia; Paraguay-1.0; 1.0,Bolivia; Paraguay-310.0; 400.0
4,3,3,34.0,2,34,165,158.57,Bolivia; Paraguay,Bolivia; Paraguay-1.0; 1.0,Bolivia; Paraguay-310.0; 400.0
0,4,1,48.0,3,42,266,65.35,Brazil; Brazil South; Brazil Southeast,Brazil; Brazil South; Brazil Southeast-1.0; 1.0; 1.0,Brazil; Brazil South; Brazil Southeast-625.0; 0.0; 0.0
0,4,1,48.0,3,42,266,65.35,Brazil; Brazil South; Brazil Southeast,Brazil; Brazil South; Brazil Southeast-1.0; 1.0; 1.0,Brazil; Brazil South; Brazil Southeast-625.0; 0.0; 0.0
0,4,1,48.0,3,42,266,65.35,Central Asia; Southeast Asia; Russland and Caucasus,Central Asia; Southeast Asia; Russland and Caucasus-1.0; 1.0; 1.0,Central Asia; Southeast Asia; Russland and Caucasus-350.0; 0.0; 0.0
0,4,1,17.0,1,42,266,65.35,United Arab Emirates,United Arab Emirates-1.0,United Arab Emirates-525.0
1,4,1,33.0,2,42,302,62.69,United Arab Emirates; Israel,United Arab Emirates; Israel-1.0; 1.0,United Arab Emirates; Israel-525.0; 420.0
1,4,1,32.0,2,42,302,62.69,Indonesia; Indonesian islands west of Lombok,Indonesia; Indonesian islands west of Lombok-2.0; 1.0,Indonesia; Indonesian islands west of Lombok-400.0; 0.0
1,4,1,16.0,1,42,302,62.69,Myanmar,Myanmar-2.0,Myanmar-450.0
2,4,1,17.0,1,42,296,74.29,United Arab Emirates,United Arab Emirates-1.0,United Arab Emirates-525.0
2,4,1,33.0,2,42,296,74.29,United Arab Emirates; Israel,United Arab Emirates; Israel-1.0; 1.0,United Arab Emirates; Israel-525.0; 420.0
2,4,1,31.0,2,42,296,74.29,Mexico; Mexico Pacific Coast,Mexico; Mexico Pacific Coast-1.0; 1.0,Mexico; Mexico Pacific Coast-375.0; 0.0
2,4,1,46.0,3,42,296,74.29,South Asia; Southeast Asia; Central Asia,South Asia; Southeast Asia; Central Asia-1.0; 1.0; 1.0,South Asia; Southeast Asia; Central Asia-0.0; 0.0; 350.0
2,4,1,46.0,3,42,296,74.29,South Asia; Southeast Asia; Central Asia,South Asia; Southeast Asia; Central Asia-1.0; 1.0; 1.0,South Asia; Southeast Asia; Central Asia-0.0; 0.0; 350.0
2,4,1,46.0,3,42,296,74.29,South Asia; Central Asia; Southeast Asia,South Asia; Central Asia; Southeast Asia-1.0; 1.0; 1.0,South Asia; Central Asia; Southeast Asia-0.0; 350.0; 0.0
3,4,1,48.0,3,42,291,80.31,Southeast Asia; East Asia; Russland and Caucasus,Southeast Asia; East Asia; Russland and Caucasus-1.0; 1.0; 1.0,Southeast Asia; East Asia; Russland and Caucasus-0.0; 450.0; 0.0
3,4,1,33.0,2,42,291,80.31,North Europe; British Islands,North Europe; British Islands-1.0; 1.0,North Europe; British Islands-0.0; 420.0
4,4,1,31.0,2,42,273,72.22,Southern Europe; British Islands,Southern Europe; British Islands-1.0; 1.0,Southern Europe; British Islands-350.0; 420.0
4,4,1,47.0,3,42,273,72.22,Central Asia; East Asia; Russland and Caucasus,Central Asia; East Asia; Russland and Caucasus-1.0; 1.0; 1.0,Central Asia; East Asia; Russland and Caucasus-350.0; 450.0; 0.0
4,4,1,46.0,3,42,273,72.22,Central Asia; Southeast Asia; East Asia,Central Asia; Southeast Asia; East Asia-1.0; 1.0; 1.0,Central Asia; Southeast Asia; East Asia-350.0; 0.0; 450.0
4,4,1,48.0,3,42,273,72.22,Central Asia; Southeast Asia; Russland and Caucasus,Central Asia; Southeast Asia; Russland and Caucasus-1.0; 1.0; 1.0,Central Asia; Southeast Asia; Russland and Caucasus-350.0; 0.0; 0.0
4,4,1,48.0,3,42,273,72.22,Southeast Asia; East Asia; Russland and Caucasus,Southeast Asia; East Asia; Russland and Caucasus-1.0; 1.0; 1.0,Southeast Asia; East Asia; Russland and Caucasus-0.0; 450.0; 0.0
0,4,2,19.0,2,64,331,89.08,Indonesia; Bali and Lombok,Indonesia; Bali and Lombok-2.0; 1.0,Indonesia; Bali and Lombok-400.0; 0.0
0,4,2,27.0,3,64,331,89.08,Central Europe; Eastern Europe; British Islands,Central Europe; Eastern Europe; British Islands-1.0; 1.0; 1.0,Central Europe; Eastern Europe; British Islands-0.0; 350.0; 420.0
0,4,2,27.0,3,64,331,89.08,Central Europe; Eastern Europe; British Islands,Central Europe; Eastern Europe; British Islands-1.0; 1.0; 1.0,Central Europe; Eastern Europe; British Islands-0.0; 350.0; 420.0
0,4,2,20.0,2,64,331,89.08,Lebanon and Syria; United Arab Emirates,Lebanon and Syria; United Arab Emirates-1.0; 1.0,Lebanon and Syria; United Arab Emirates-350.0; 525.0
0,4,2,20.0,2,64,331,89.08,Israel; Lebanon and Syria,Israel; Lebanon and Syria-1.0; 1.0,Israel; Lebanon and Syria-420.0; 350.0
0,4,2,20.0,2,64,331,89.08,Israel; United Arab Emirates,Israel; United Arab Emirates-1.0; 1.0,Israel; United Arab Emirates-420.0; 525.0
1,4,2,10.0,1,64,431,75.74,Philippines,Philippines-2.0,Philippines-375.0
1,4,2,18.0,2,64,431,75.74,Eastern Europe; North Europe,Eastern Europe; North Europe-1.0; 1.0,Eastern Europe; North Europe-350.0; 0.0
1,4,2,19.0,2,64,431,75.74,Argentina; Uruguay,Argentina; Uruguay-1.0; 1.0,Argentina; Uruguay-400.0; 400.0
1,4,2,10.0,1,64,431,75.74,Greater Antilles without Cuba,Greater Antilles without Cuba-1.0,Greater Antilles without Cuba-575.0
2,4,2,10.0,1,68,401,80.98,Finland,Finland-1.0,Finland-525.0
2,4,2,27.0,3,68,401,80.98,Central Europe; British Islands; Southern Europe,Central Europe; British Islands; Southern Europe-1.0; 1.0; 1.0,Central Europe; British Islands; Southern Europe-0.0; 420.0; 350.0
2,4,2,20.0,2,68,401,80.98,Slovenia and Croatia; Germany,Slovenia and Croatia; Germany-1.0; 1.0,Slovenia and Croatia; Germany-350.0; 420.0
2,4,2,20.0,2,68,401,80.98,Israel; United Arab Emirates,Israel; United Arab Emirates-1.0; 1.0,Israel; United Arab Emirates-420.0; 525.0
3,4,2,10.0,1,65,303,78.08,United Arab Emirates,United Arab Emirates-1.0,United Arab Emirates-525.0
3,4,2,10.0,1,65,303,78.08,Oman and Yemen,Oman and Yemen-1.0,Oman and Yemen-490.0
3,4,2,10.0,1,65,303,78.08,Oman and Yemen,Oman and Yemen-1.0,Oman and Yemen-490.0
4,4,2,20.0,2,65,287,80.78,Lebanon and Syria; United Arab Emirates,Lebanon and Syria; United Arab Emirates-1.0; 1.0,Lebanon and Syria; United Arab Emirates-350.0; 525.0
4,4,2,20.0,2,65,287,80.78,Benelux; Slovenia and Croatia,Benelux; Slovenia and Croatia-1.0; 1.0,Benelux; Slovenia and Croatia-420.0; 350.0
4,4,2,20.0,2,65,287,80.78,Lebanon and Syria; Oman and Yemen,Lebanon and Syria; Oman and Yemen-1.0; 1.0,Lebanon and Syria; Oman and Yemen-350.0; 490.0
0,4,3,34.0,2,83,277,76.56,Zambia and Malawi; Mozambique and Zimbabwe,Zambia and Malawi; Mozambique and Zimbabwe-1.0; 1.0,Zambia and Malawi; Mozambique and Zimbabwe-450.0; 350.0
0,4,3,34.0,2,83,277,76.56,Paraguay; Chile North and Central,Paraguay; Chile North and Central-1.0; 2.0,Paraguay; Chile North and Central-400.0; 400.0
0,4,3,16.0,1,83,277,76.56,Canada,Canada-1.0,Canada-725.0
1,4,3,17.0,1,79,322,73.03,New Zealand,New Zealand-2.0,New Zealand-490.0
1,4,3,61.0,4,79,322,73.03,East Asia; Central Asia; South Asia; Southeast Asia,East Asia; Central Asia; South Asia; Southeast Asia-1.0; 1.0; 1.0; 1.0,East Asia; Central Asia; South Asia; Southeast Asia-450.0; 350.0; 0.0; 0.0
1,4,3,34.0,2,79,322,73.03,Israel; Qatar and Bahrain,Israel; Qatar and Bahrain-1.0; 1.0,Israel; Qatar and Bahrain-420.0; 525.0
1,4,3,33.0,2,79,322,73.03,Brazil; Brazil Central West,Brazil; Brazil Central West-1.0; 1.0,Brazil; Brazil Central West-625.0; 0.0
2,4,3,49.0,3,75,297,74.9,Eastern Europe; North Europe; Central Europe,Eastern Europe; North Europe; Central Europe-1.0; 1.0; 1.0,Eastern Europe; North Europe; Central Europe-350.0; 0.0; 0.0
2,4,3,17.0,1,75,297,74.9,Bolivia,Bolivia-1.0,Bolivia-310.0
2,4,3,17.0,1,75,297,74.9,Austria,Austria-1.0,Austria-500.0
3,4,3,16.0,1,83,306,71.69,Norway,Norway-1.0,Norway-560.0
3,4,3,32.0,2,83,306,71.69,Southern Europe; North Europe,Southern Europe; North Europe-1.0; 1.0,Southern Europe; North Europe-350.0; 0.0
3,4,3,34.0,2,83,306,71.69,Mozambique and Zimbabwe; Namibia,Mozambique and Zimbabwe; Namibia-1.0; 1.0,Mozambique and Zimbabwe; Namibia-350.0; 385.0
3,4,3,33.0,2,83,306,71.69,Uruguay; Chile North and Central,Uruguay; Chile North and Central-1.0; 2.0,Uruguay; Chile North and Central-400.0; 400.0
4,4,3,34.0,2,83,354,65.82,Panama; Costa Rica,Panama; Costa Rica-1.0; 1.0,Panama; Costa Rica-400.0; 400.0
4,4,3,17.0,1,83,354,65.82,Zambia and Malawi,Zambia and Malawi-1.0,Zambia and Malawi-450.0
4,4,3,17.0,1,83,354,65.82,Chile North and Central,Chile North and Central-2.0,Chile North and Central-400.0
