Nrun,Variant,Input,Score,Nregions,EvaluatedRegions,EvaluatedCombinations,Totaltime,SuggestedRegions,SuggestedDuration,SuggestedBudget
5,3,1,40.0,3,24,98,323.65,North Europe; Southern Europe; British Islands,North Europe; Southern Europe; British Islands-1.0; 1.0; 1.0,North Europe; Southern Europe; British Islands-0.0; 350.0; 420.0
5,3,1,40.0,3,24,98,323.65,North Europe; Southern Europe; British Islands,North Europe; Southern Europe; British Islands-1.0; 1.0; 1.0,North Europe; Southern Europe; British Islands-0.0; 350.0; 420.0
6,3,1,39.0,3,27,189,270.91,USA Texas; USA; USA Pacific Northwest,USA Texas; USA; USA Pacific Northwest-1.0; 1.0; 1.0,USA Texas; USA; USA Pacific Northwest-0.0; 600.0; 0.0
6,3,1,38.0,3,27,189,270.91,Central Asia; Southeast Asia; East Asia,Central Asia; Southeast Asia; East Asia-1.0; 1.0; 1.0,Central Asia; Southeast Asia; East Asia-350.0; 0.0; 450.0
6,3,1,38.0,3,27,189,270.91,Central Asia; Southeast Asia; Near and Middle East,Central Asia; Southeast Asia; Near and Middle East-1.0; 1.0; 1.0,Central Asia; Southeast Asia; Near and Middle East-350.0; 0.0; 0.0
6,3,1,41.0,3,27,189,270.91,Central Europe; North Europe; British Islands,Central Europe; North Europe; British Islands-1.0; 1.0; 1.0,Central Europe; North Europe; British Islands-0.0; 0.0; 420.0
7,3,1,39.0,3,25,103,390.98,Central Asia; Near and Middle East; Russland and Caucasus,Central Asia; Near and Middle East; Russland and Caucasus-1.0; 1.0; 1.0,Central Asia; Near and Middle East; Russland and Caucasus-350.0; 0.0; 0.0
7,3,1,39.0,3,25,103,390.98,Central Asia; Near and Middle East; Russland and Caucasus,Central Asia; Near and Middle East; Russland and Caucasus-1.0; 1.0; 1.0,Central Asia; Near and Middle East; Russland and Caucasus-350.0; 0.0; 0.0
7,3,1,40.0,3,25,103,390.98,Central Asia; Southeast Asia; Russland and Caucasus,Central Asia; Southeast Asia; Russland and Caucasus-1.0; 1.0; 1.0,Central Asia; Southeast Asia; Russland and Caucasus-350.0; 0.0; 0.0
7,3,1,39.0,3,25,103,390.98,Near and Middle East; Central Asia; Russland and Caucasus,Near and Middle East; Central Asia; Russland and Caucasus-1.0; 1.0; 1.0,Near and Middle East; Central Asia; Russland and Caucasus-0.0; 350.0; 0.0
8,3,1,40.0,3,27,76,307.58,Southeast Asia; East Asia; Russland and Caucasus,Southeast Asia; East Asia; Russland and Caucasus-1.0; 1.0; 1.0,Southeast Asia; East Asia; Russland and Caucasus-0.0; 450.0; 0.0
8,3,1,40.0,3,27,76,307.58,Southeast Asia; East Asia; Russland and Caucasus,Southeast Asia; East Asia; Russland and Caucasus-1.0; 1.0; 1.0,Southeast Asia; East Asia; Russland and Caucasus-0.0; 450.0; 0.0
8,3,1,40.0,3,27,76,307.58,Southeast Asia; East Asia; Russland and Caucasus,Southeast Asia; East Asia; Russland and Caucasus-1.0; 1.0; 1.0,Southeast Asia; East Asia; Russland and Caucasus-0.0; 450.0; 0.0
9,3,1,41.0,3,24,67,336.57,Central Europe; North Europe; British Islands,Central Europe; North Europe; British Islands-1.0; 1.0; 1.0,Central Europe; North Europe; British Islands-0.0; 0.0; 420.0
9,3,1,41.0,3,24,67,336.57,Central Europe; North Europe; British Islands,Central Europe; North Europe; British Islands-1.0; 1.0; 1.0,Central Europe; North Europe; British Islands-0.0; 0.0; 420.0
9,3,1,41.0,3,24,67,336.57,Central Europe; North Europe; British Islands,Central Europe; North Europe; British Islands-1.0; 1.0; 1.0,Central Europe; North Europe; British Islands-0.0; 0.0; 420.0
9,3,1,41.0,3,24,67,336.57,Central Europe; North Europe; British Islands,Central Europe; North Europe; British Islands-1.0; 1.0; 1.0,Central Europe; North Europe; British Islands-0.0; 0.0; 420.0
0,3,2,4.0,2,36,157,199.28,Paraguay; Uruguay,Paraguay; Uruguay-1.0; 1.0,Paraguay; Uruguay-400.0; 400.0
0,3,2,3.0,2,36,157,199.28,Indonesia; Philippines,Indonesia; Philippines-2.0; 2.0,Indonesia; Philippines-400.0; 375.0
0,3,2,4.0,2,36,157,199.28,Israel; United Arab Emirates,Israel; United Arab Emirates-1.0; 1.0,Israel; United Arab Emirates-420.0; 525.0
0,3,2,4.0,2,36,157,199.28,Lebanon and Syria; United Arab Emirates,Lebanon and Syria; United Arab Emirates-1.0; 1.0,Lebanon and Syria; United Arab Emirates-350.0; 525.0
0,3,2,4.0,2,36,157,199.28,Israel; Lebanon and Syria,Israel; Lebanon and Syria-1.0; 1.0,Israel; Lebanon and Syria-420.0; 350.0
1,3,2,4.0,2,37,220,210.74,Benelux; Germany,Benelux; Germany-1.0; 1.0,Benelux; Germany-420.0; 420.0
1,3,2,4.0,2,37,220,210.74,Tunisia; Algeria,Tunisia; Algeria-1.0; 1.0,Tunisia; Algeria-375.0; 450.0
1,3,2,4.0,2,37,220,210.74,Israel; Lebanon and Syria,Israel; Lebanon and Syria-1.0; 1.0,Israel; Lebanon and Syria-420.0; 350.0
1,3,2,4.0,2,37,220,210.74,Slovenia and Croatia; Benelux,Slovenia and Croatia; Benelux-1.0; 1.0,Slovenia and Croatia; Benelux-350.0; 420.0
1,3,2,4.0,2,37,220,210.74,Israel; Lebanon and Syria,Israel; Lebanon and Syria-1.0; 1.0,Israel; Lebanon and Syria-420.0; 350.0
2,3,2,19.0,3,34,118,213.72,Central Europe; Eastern Europe; British Islands,Central Europe; Eastern Europe; British Islands-1.0; 1.0; 1.0,Central Europe; Eastern Europe; British Islands-0.0; 350.0; 420.0
2,3,2,19.0,3,34,118,213.72,Central Europe; Eastern Europe; British Islands,Central Europe; Eastern Europe; British Islands-1.0; 1.0; 1.0,Central Europe; Eastern Europe; British Islands-0.0; 350.0; 420.0
3,3,2,4.0,2,29,139,208.7,Philippines; Thailand South,Philippines; Thailand South-2.0; 1.0,Philippines; Thailand South-375.0; 375.0
3,3,2,3.0,2,29,139,208.7,Mexico; Northern Mexico,Mexico; Northern Mexico-1.0; 1.0,Mexico; Northern Mexico-375.0; 0.0
3,3,2,4.0,2,29,139,208.7,Slovenia and Croatia; Germany,Slovenia and Croatia; Germany-1.0; 1.0,Slovenia and Croatia; Germany-350.0; 420.0
3,3,2,2.0,2,29,139,208.7,Eastern Europe; Southern Europe,Eastern Europe; Southern Europe-1.0; 1.0,Eastern Europe; Southern Europe-350.0; 350.0
4,3,2,19.0,3,35,152,226.47,Central Europe; British Islands; Southern Europe,Central Europe; British Islands; Southern Europe-1.0; 1.0; 1.0,Central Europe; British Islands; Southern Europe-0.0; 420.0; 350.0
4,3,2,4.0,2,35,152,226.47,Lebanon and Syria; Oman and Yemen,Lebanon and Syria; Oman and Yemen-1.0; 1.0,Lebanon and Syria; Oman and Yemen-350.0; 490.0
5,3,2,4.0,2,32,154,177.92,Israel; Oman and Yemen,Israel; Oman and Yemen-1.0; 1.0,Israel; Oman and Yemen-420.0; 490.0
5,3,2,2.0,2,32,154,177.92,Southeast Asia; Central Asia,Southeast Asia; Central Asia-1.0; 1.0,Southeast Asia; Central Asia-0.0; 350.0
5,3,2,19.0,3,32,154,177.92,Central Europe; Eastern Europe; British Islands,Central Europe; Eastern Europe; British Islands-1.0; 1.0; 1.0,Central Europe; Eastern Europe; British Islands-0.0; 350.0; 420.0
6,3,2,19.0,3,31,145,188.37,Central Europe; Eastern Europe; North Europe,Central Europe; Eastern Europe; North Europe-1.0; 1.0; 1.0,Central Europe; Eastern Europe; North Europe-0.0; 350.0; 0.0
6,3,2,4.0,2,31,145,188.37,Paraguay; Uruguay,Paraguay; Uruguay-1.0; 1.0,Paraguay; Uruguay-400.0; 400.0
6,3,2,19.0,3,31,145,188.37,East Asia; South Asia; Southeast Asia,East Asia; South Asia; Southeast Asia-1.0; 1.0; 1.0,East Asia; South Asia; Southeast Asia-450.0; 0.0; 0.0
7,3,2,19.0,3,33,124,208.02,East Asia; Near and Middle East; Russland and Caucasus,East Asia; Near and Middle East; Russland and Caucasus-1.0; 1.0; 1.0,East Asia; Near and Middle East; Russland and Caucasus-450.0; 0.0; 0.0
7,3,2,4.0,2,33,124,208.02,Israel; United Arab Emirates,Israel; United Arab Emirates-1.0; 1.0,Israel; United Arab Emirates-420.0; 525.0
8,3,2,19.0,3,30,134,208.76,Central Europe; British Islands; Southern Europe,Central Europe; British Islands; Southern Europe-1.0; 1.0; 1.0,Central Europe; British Islands; Southern Europe-0.0; 420.0; 350.0
8,3,2,4.0,2,30,134,208.76,Algeria; Tunisia,Algeria; Tunisia-1.0; 1.0,Algeria; Tunisia-450.0; 375.0
8,3,2,2.0,2,30,134,208.76,Russland and Caucasus; Central Asia,Russland and Caucasus; Central Asia-1.0; 1.0,Russland and Caucasus; Central Asia-0.0; 350.0
9,3,2,19.0,3,42,139,193.5,Central Europe; British Islands; Southern Europe,Central Europe; British Islands; Southern Europe-1.0; 1.0; 1.0,Central Europe; British Islands; Southern Europe-0.0; 420.0; 350.0
9,3,2,19.0,3,42,139,193.5,Central Europe; British Islands; Southern Europe,Central Europe; British Islands; Southern Europe-1.0; 1.0; 1.0,Central Europe; British Islands; Southern Europe-0.0; 420.0; 350.0
9,3,2,19.0,3,42,139,193.5,Central Europe; British Islands; Southern Europe,Central Europe; British Islands; Southern Europe-1.0; 1.0; 1.0,Central Europe; British Islands; Southern Europe-0.0; 420.0; 350.0
0,3,3,18.0,2,33,157,438.67,Mozambique and Zimbabwe; Namibia,Mozambique and Zimbabwe; Namibia-1.0; 1.0,Mozambique and Zimbabwe; Namibia-350.0; 385.0
0,3,3,17.0,2,33,157,438.67,Uruguay; Chile North and Central,Uruguay; Chile North and Central-1.0; 2.0,Uruguay; Chile North and Central-400.0; 400.0
0,3,3,18.0,2,33,157,438.67,Paraguay; Chile North and Central,Paraguay; Chile North and Central-1.0; 2.0,Paraguay; Chile North and Central-400.0; 400.0
0,3,3,38.0,3,33,157,438.67,East Asia; South Asia; Southeast Asia,East Asia; South Asia; Southeast Asia-1.0; 1.0; 1.0,East Asia; South Asia; Southeast Asia-450.0; 0.0; 0.0
1,3,3,39.0,3,37,147,389.33,Southern Europe; Central Europe; British Islands,Southern Europe; Central Europe; British Islands-1.0; 1.0; 1.0,Southern Europe; Central Europe; British Islands-350.0; 0.0; 420.0
1,3,3,38.0,3,37,147,389.33,East Asia; South Asia; Southeast Asia,East Asia; South Asia; Southeast Asia-1.0; 1.0; 1.0,East Asia; South Asia; Southeast Asia-450.0; 0.0; 0.0
1,3,3,16.0,2,37,147,389.33,Bolivia; Ecuador,Bolivia; Ecuador-1.0; 1.0,Bolivia; Ecuador-310.0; 350.0
2,3,3,41.0,3,34,105,408.84,Canada; Canada Atlantic Provinces; Canada Ontario,Canada; Canada Atlantic Provinces; Canada Ontario-1.0; 1.0; 1.0,Canada; Canada Atlantic Provinces; Canada Ontario-725.0; 0.0; 0.0
2,3,3,38.0,3,34,105,408.84,Near and Middle East; Central Asia; Southeast Asia,Near and Middle East; Central Asia; Southeast Asia-1.0; 1.0; 1.0,Near and Middle East; Central Asia; Southeast Asia-0.0; 350.0; 0.0
3,3,3,37.0,3,34,118,464.47,East Asia; Central Asia; South Asia,East Asia; Central Asia; South Asia-1.0; 1.0; 1.0,East Asia; Central Asia; South Asia-450.0; 350.0; 0.0
3,3,3,18.0,2,34,118,464.47,Panama; Costa Rica,Panama; Costa Rica-1.0; 1.0,Panama; Costa Rica-400.0; 400.0
3,3,3,41.0,3,34,118,464.47,North Europe; Eastern Europe; Central Europe,North Europe; Eastern Europe; Central Europe-1.0; 1.0; 1.0,North Europe; Eastern Europe; Central Europe-0.0; 350.0; 0.0
4,3,3,40.0,3,35,155,446.0,Southern Europe; North Europe; British Islands,Southern Europe; North Europe; British Islands-1.0; 1.0; 1.0,Southern Europe; North Europe; British Islands-350.0; 0.0; 420.0
4,3,3,17.0,2,35,155,446.0,Bolivia; Uruguay,Bolivia; Uruguay-1.0; 1.0,Bolivia; Uruguay-310.0; 400.0
4,3,3,18.0,2,35,155,446.0,Austria; Germany,Austria; Germany-1.0; 1.0,Austria; Germany-500.0; 420.0
4,3,3,16.0,2,35,155,446.0,Colombia; Uruguay,Colombia; Uruguay-2.0; 1.0,Colombia; Uruguay-350.0; 400.0
5,3,3,61.0,4,34,72,441.47,East Asia; Near and Middle East; Central Asia; Southeast Asia,East Asia; Near and Middle East; Central Asia; Southeast Asia-1.0; 1.0; 1.0; 1.0,East Asia; Near and Middle East; Central Asia; Southeast Asia-450.0; 0.0; 350.0; 0.0
6,3,3,41.0,3,36,136,405.05,Eastern Europe; North Europe; Central Europe,Eastern Europe; North Europe; Central Europe-1.0; 1.0; 1.0,Eastern Europe; North Europe; Central Europe-350.0; 0.0; 0.0
6,3,3,14.0,2,36,136,405.05,East Asia; Near and Middle East,East Asia; Near and Middle East-1.0; 1.0,East Asia; Near and Middle East-450.0; 0.0
7,3,3,65.0,4,38,106,369.94,Eastern Europe; Central Europe; North Europe; British Islands,Eastern Europe; Central Europe; North Europe; British Islands-1.0; 1.0; 1.0; 1.0,Eastern Europe; Central Europe; North Europe; British Islands-350.0; 0.0; 0.0; 420.0
8,3,3,17.0,2,34,118,387.09,Pacific; New Zealand,Pacific; New Zealand-1.0; 2.0,Pacific; New Zealand-0.0; 490.0
8,3,3,38.0,3,34,118,387.09,Russland and Caucasus; Central Asia; Southeast Asia,Russland and Caucasus; Central Asia; Southeast Asia-1.0; 1.0; 1.0,Russland and Caucasus; Central Asia; Southeast Asia-0.0; 350.0; 0.0
8,3,3,40.0,3,34,118,387.09,Southern Europe; Eastern Europe; North Europe,Southern Europe; Eastern Europe; North Europe-1.0; 1.0; 1.0,Southern Europe; Eastern Europe; North Europe-350.0; 350.0; 0.0
9,3,3,42.0,3,34,131,395.72,Brazil; Brazil Central West; Brazil South,Brazil; Brazil Central West; Brazil South-1.0; 1.0; 1.0,Brazil; Brazil Central West; Brazil South-625.0; 0.0; 0.0
9,3,3,38.0,3,34,131,395.72,Russland and Caucasus; Central Asia; Southeast Asia,Russland and Caucasus; Central Asia; Southeast Asia-1.0; 1.0; 1.0,Russland and Caucasus; Central Asia; Southeast Asia-0.0; 350.0; 0.0
9,3,3,17.0,2,34,131,395.72,Bolivia; Colombia,Bolivia; Colombia-1.0; 2.0,Bolivia; Colombia-310.0; 350.0
0,4,1,39.0,3,42,268,158.47,Near and Middle East; Central Asia; Russland and Caucasus,Near and Middle East; Central Asia; Russland and Caucasus-1.0; 1.0; 1.0,Near and Middle East; Central Asia; Russland and Caucasus-0.0; 350.0; 0.0
0,4,1,39.0,3,42,268,158.47,Near and Middle East; East Asia; Russland and Caucasus,Near and Middle East; East Asia; Russland and Caucasus-1.0; 1.0; 1.0,Near and Middle East; East Asia; Russland and Caucasus-0.0; 450.0; 0.0
0,4,1,37.0,3,42,268,158.47,Near and Middle East; Central Asia; East Asia,Near and Middle East; Central Asia; East Asia-1.0; 1.0; 1.0,Near and Middle East; Central Asia; East Asia-0.0; 350.0; 450.0
0,4,1,39.0,3,42,268,158.47,Central Asia; East Asia; Russland and Caucasus,Central Asia; East Asia; Russland and Caucasus-1.0; 1.0; 1.0,Central Asia; East Asia; Russland and Caucasus-350.0; 450.0; 0.0
1,4,1,17.0,2,41,212,151.83,United Arab Emirates; Israel,United Arab Emirates; Israel-1.0; 1.0,United Arab Emirates; Israel-525.0; 420.0
1,4,1,17.0,2,41,212,151.83,United Arab Emirates; Israel,United Arab Emirates; Israel-1.0; 1.0,United Arab Emirates; Israel-525.0; 420.0
2,4,1,39.0,3,42,268,159.51,Central Europe; Southern Europe; British Islands,Central Europe; Southern Europe; British Islands-1.0; 1.0; 1.0,Central Europe; Southern Europe; British Islands-0.0; 350.0; 420.0
2,4,1,16.0,2,42,268,159.51,USA; USA Pacific Northwest,USA; USA Pacific Northwest-1.0; 1.0,USA; USA Pacific Northwest-600.0; 0.0
2,4,1,16.0,2,42,268,159.51,Australia; Pacific,Australia; Pacific-1.0; 1.0,Australia; Pacific-560.0; 0.0
3,4,1,38.0,3,42,297,158.45,Near and Middle East; Southeast Asia; East Asia,Near and Middle East; Southeast Asia; East Asia-1.0; 1.0; 1.0,Near and Middle East; Southeast Asia; East Asia-0.0; 0.0; 450.0
3,4,1,17.0,2,42,297,158.45,New Zealand; Pacific,New Zealand; Pacific-2.0; 1.0,New Zealand; Pacific-490.0; 0.0
3,4,1,15.0,2,42,297,158.45,Mexico; Mexico Pacific Coast,Mexico; Mexico Pacific Coast-1.0; 1.0,Mexico; Mexico Pacific Coast-375.0; 0.0
5,4,1,41.0,3,42,266,154.1,Central Europe; North Europe; British Islands,Central Europe; North Europe; British Islands-1.0; 1.0; 1.0,Central Europe; North Europe; British Islands-0.0; 0.0; 420.0
6,4,1,39.0,3,42,284,160.91,Central Asia; East Asia; Russland and Caucasus,Central Asia; East Asia; Russland and Caucasus-1.0; 1.0; 1.0,Central Asia; East Asia; Russland and Caucasus-350.0; 450.0; 0.0
6,4,1,39.0,3,42,284,160.91,Central Europe; Southern Europe; British Islands,Central Europe; Southern Europe; British Islands-1.0; 1.0; 1.0,Central Europe; Southern Europe; British Islands-0.0; 350.0; 420.0
6,4,1,39.0,3,42,284,160.91,Central Asia; East Asia; Russland and Caucasus,Central Asia; East Asia; Russland and Caucasus-1.0; 1.0; 1.0,Central Asia; East Asia; Russland and Caucasus-350.0; 450.0; 0.0
7,4,1,40.0,3,41,207,159.91,Southeast Asia; East Asia; Russland and Caucasus,Southeast Asia; East Asia; Russland and Caucasus-1.0; 1.0; 1.0,Southeast Asia; East Asia; Russland and Caucasus-0.0; 450.0; 0.0
8,4,1,38.0,3,42,159,157.45,South Asia; Southeast Asia; East Asia,South Asia; Southeast Asia; East Asia-1.0; 1.0; 1.0,South Asia; Southeast Asia; East Asia-0.0; 0.0; 450.0
8,4,1,38.0,3,42,159,157.45,Near and Middle East; Southeast Asia; East Asia,Near and Middle East; Southeast Asia; East Asia-1.0; 1.0; 1.0,Near and Middle East; Southeast Asia; East Asia-0.0; 0.0; 450.0
8,4,1,37.0,3,42,159,157.45,South Asia; Near and Middle East; East Asia,South Asia; Near and Middle East; East Asia-1.0; 1.0; 1.0,South Asia; Near and Middle East; East Asia-0.0; 0.0; 450.0
9,4,1,41.0,3,42,170,160.59,Central Europe; North Europe; British Islands,Central Europe; North Europe; British Islands-1.0; 1.0; 1.0,Central Europe; North Europe; British Islands-0.0; 0.0; 420.0
9,4,1,41.0,3,42,170,160.59,Central Europe; North Europe; British Islands,Central Europe; North Europe; British Islands-1.0; 1.0; 1.0,Central Europe; North Europe; British Islands-0.0; 0.0; 420.0
9,4,1,41.0,3,42,170,160.59,Central Europe; North Europe; British Islands,Central Europe; North Europe; British Islands-1.0; 1.0; 1.0,Central Europe; North Europe; British Islands-0.0; 0.0; 420.0
0,4,2,2.0,2,64,376,181.17,Central Europe; Eastern Europe,Central Europe; Eastern Europe-1.0; 1.0,Central Europe; Eastern Europe-0.0; 350.0
1,4,2,2.0,2,66,261,180.99,Southeast Asia; Central Asia,Southeast Asia; Central Asia-1.0; 1.0,Southeast Asia; Central Asia-0.0; 350.0
2,4,2,4.0,2,64,338,176.91,Lebanon and Syria; United Arab Emirates,Lebanon and Syria; United Arab Emirates-1.0; 1.0,Lebanon and Syria; United Arab Emirates-350.0; 525.0
4,4,2,36.0,4,63,193,183.81,Central Europe; Eastern Europe; Southern Europe; North Europe,Central Europe; Eastern Europe; Southern Europe; North Europe-1.0; 1.0; 1.0; 1.0,Central Europe; Eastern Europe; Southern Europe; North Europe-0.0; 350.0; 350.0; 0.0
5,4,2,2.0,2,64,305,176.97,North Europe; Southern Europe,North Europe; Southern Europe-1.0; 1.0,North Europe; Southern Europe-0.0; 350.0
7,4,2,2.0,2,62,192,180.87,East Asia; Southeast Asia,East Asia; Southeast Asia-1.0; 1.0,East Asia; Southeast Asia-450.0; 0.0
8,4,2,19.0,3,63,307,176.94,Central Europe; Eastern Europe; British Islands,Central Europe; Eastern Europe; British Islands-1.0; 1.0; 1.0,Central Europe; Eastern Europe; British Islands-0.0; 350.0; 420.0
8,4,2,19.0,3,63,307,176.94,East Asia; Southeast Asia; Central Asia,East Asia; Southeast Asia; Central Asia-1.0; 1.0; 1.0,East Asia; Southeast Asia; Central Asia-450.0; 0.0; 350.0
9,4,2,2.0,2,69,224,175.61,Near and Middle East; Central Asia,Near and Middle East; Central Asia-1.0; 1.0,Near and Middle East; Central Asia-0.0; 350.0
0,4,3,37.0,3,76,227,162.66,Russland and Caucasus; Near and Middle East; Central Asia,Russland and Caucasus; Near and Middle East; Central Asia-1.0; 1.0; 1.0,Russland and Caucasus; Near and Middle East; Central Asia-0.0; 0.0; 350.0
1,4,3,16.0,2,80,313,148.68,India; Sri Lanka,India; Sri Lanka-1.0; 1.0,India; Sri Lanka-350.0; 360.0
1,4,3,18.0,2,80,313,148.68,Bolivia; Chile North and Central,Bolivia; Chile North and Central-1.0; 2.0,Bolivia; Chile North and Central-310.0; 400.0
2,4,3,18.0,2,78,314,161.39,Oman and Yemen; Israel,Oman and Yemen; Israel-1.0; 1.0,Oman and Yemen; Israel-490.0; 420.0
2,4,3,14.0,2,78,314,161.39,Russland and Caucasus; Central Asia,Russland and Caucasus; Central Asia-1.0; 1.0,Russland and Caucasus; Central Asia-0.0; 350.0
4,4,3,17.0,2,81,216,153.6,Eastern Europe; North Europe,Eastern Europe; North Europe-1.0; 1.0,Eastern Europe; North Europe-350.0; 0.0
7,4,3,17.0,2,79,201,153.47,Canada; Canada Atlantic Provinces,Canada; Canada Atlantic Provinces-1.0; 1.0,Canada; Canada Atlantic Provinces-725.0; 0.0
7,4,3,40.0,3,79,201,153.47,Southern Europe; Eastern Europe; North Europe,Southern Europe; Eastern Europe; North Europe-1.0; 1.0; 1.0,Southern Europe; Eastern Europe; North Europe-350.0; 350.0; 0.0
9,4,3,18.0,2,76,263,151.51,Israel; Qatar and Bahrain,Israel; Qatar and Bahrain-1.0; 1.0,Israel; Qatar and Bahrain-420.0; 525.0
9,4,3,37.0,3,76,263,151.51,Russland and Caucasus; Central Asia; South Asia,Russland and Caucasus; Central Asia; South Asia-1.0; 1.0; 1.0,Russland and Caucasus; Central Asia; South Asia-0.0; 350.0; 0.0
